Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
29,27,5,6,24,22,18
38,49,5,5,33,44,13
54,57,5,5,49,51,1
65,70,6,7,60,64,35
48,50,5,5,43,45,7
37,38,5,6,32,33,3
39,40,6,6,34,35,7
29,29,6,6,24,24,38
112,104,9,9,103,95,11
57,63,5,6,51,58,9
31,32,5,6,26,27,25
68,73,7,7,62,67,17
58,56,6,5,53,51,4
30,31,5,5,25,26,35
33,36,5,6,28,30,7
34,32,5,5,29,27,26
122,146,11,12,112,134,15
30,31,6,5,25,26,8
94,82,9,7,86,75,24
38,39,6,6,33,34,7
50,53,6,6,45,48,18
68,64,7,5,62,59,40
43,40,6,5,38,35,1
56,50,6,5,51,45,23
70,75,6,6,64,69,38
71,71,6,7,65,65,25
31,31,6,5,26,26,9
62,55,5,6,57,50,11
77,75,7,6,71,69,7
31,30,6,5,25,25,39
39,41,5,5,34,36,14
41,41,5,5,36,36,9
32,34,6,6,27,28,4
49,46,5,5,43,41,26
30,31,5,5,25,26,7
34,33,5,5,29,28,2
37,35,6,6,32,30,20
30,29,6,5,25,24,11
44,44,5,6,38,39,35
48,48,5,5,43,43,12
56,56,6,6,51,51,4
27,27,5,5,22,21,35
74,60,7,6,68,55,31
33,31,6,6,28,26,31
44,43,6,5,39,38,14
53,50,6,6,48,45,21
46,49,5,6,41,43,9
46,46,5,5,41,41,4
55,56,6,5,50,51,7
37,35,5,5,32,30,5
29,29,5,5,24,24,21
80,80,7,8,72,73,25
43,41,6,6,38,35,26
27,27,6,5,22,22,7
34,34,5,5,29,29,10
36,36,5,5,31,31,33
75,72,7,6,69,65,32
39,43,5,5,34,38,24
88,88,7,8,81,81,25
86,93,7,8,78,84,0
57,53,5,6,52,48,22
57,57,6,5,52,52,24
41,41,5,5,36,36,9
64,62,5,6,59,57,1
33,34,6,6,28,29,12
43,43,5,6,38,38,4
34,36,5,6,29,31,38
44,45,6,5,39,40,6
33,33,6,6,28,28,36
41,42,5,6,35,36,3
77,80,7,8,71,73,35
68,64,6,6,62,59,2
32,34,5,6,27,29,10
47,43,5,5,42,38,19
76,71,7,7,70,65,25
58,52,5,5,53,47,20
44,44,5,5,38,38,1
41,39,6,5,36,34,13
46,44,6,6,41,38,28
35,36,5,6,30,31,11
36,37,6,6,31,32,4
46,43,6,5,41,38,22
87,80,7,8,80,73,31
61,57,6,6,56,51,25
36,37,5,6,31,32,26
31,30,6,5,26,25,4
76,64,7,6,70,59,30
87,85,7,8,79,78,40
33,33,6,5,27,28,38
64,62,5,6,59,57,2
58,57,6,5,53,52,12
36,33,6,6,31,28,18
32,33,5,5,27,28,6
51,50,6,5,46,45,1
32,32,6,6,27,27,38
48,43,5,6,43,38,23
90,84,8,8,82,77,13
44,44,6,6,38,39,2
59,62,5,6,54,57,12
31,31,5,5,26,26,36
34,34,5,5,29,29,11
40,46,5,6,34,40,35
57,58,5,6,52,53,16
63,62,6,5,58,57,8
41,52,6,6,36,46,14
29,29,6,6,24,24,9
64,58,5,5,59,53,11
54,47,5,5,49,42,13
27,27,5,6,22,22,10
47,47,5,5,42,42,35
39,41,5,6,34,36,2
35,37,6,6,30,32,14
84,99,7,8,77,91,1
107,110,9,10,97,101,0
50,45,5,5,45,40,17
38,36,6,5,33,31,2
38,39,5,6,33,34,38
33,32,5,6,28,27,22
58,55,6,5,53,50,7
70,82,6,8,64,75,14
29,28,5,5,24,23,17
35,34,6,5,30,29,2
44,43,5,6,39,38,29
44,45,5,6,38,40,1
40,45,6,5,35,40,12
131,116,12,10,120,106,13
53,52,5,6,48,47,35
34,34,6,6,29,29,33
47,46,6,5,42,41,41
44,43,6,5,39,38,10
62,61,6,5,57,56,2
46,48,6,5,41,43,5
53,54,5,6,48,49,2
51,53,6,6,46,47,4
47,60,6,6,42,55,38
37,31,6,5,32,26,30
29,29,5,5,23,23,7
26,27,5,6,21,22,2
49,50,5,5,44,45,12
51,53,6,6,46,48,2
29,30,5,5,24,25,3
34,33,5,5,28,28,21
29,30,5,6,24,25,2
35,36,5,6,30,31,12
30,31,5,6,25,26,38
28,27,6,5,23,22,13
28,29,5,6,23,24,36
62,62,5,5,57,57,1
38,37,6,6,33,32,10
75,71,7,7,69,65,2
41,45,5,6,35,40,6
27,26,6,5,22,21,1
35,43,5,5,30,38,15
57,54,5,6,52,48,11
33,33,5,5,28,28,2
36,36,6,5,31,31,34
44,42,6,5,38,36,11
58,59,5,5,53,54,42
81,88,8,8,74,81,1
53,54,5,5,48,49,42
31,32,6,5,26,27,5
27,28,6,5,22,23,13
72,73,6,6,66,67,8
36,36,6,6,30,30,23
40,41,5,6,35,36,35
35,36,5,6,30,31,12
41,39,5,5,36,34,8
28,26,5,5,22,21,1
32,30,6,5,27,25,30
164,159,15,14,150,146,14
33,33,6,5,28,27,2
48,52,6,6,43,47,39
28,29,6,5,23,24,12
41,42,5,6,36,37,8
39,37,6,5,34,32,2
47,46,6,5,42,41,7
56,58,5,6,51,53,36
59,68,5,6,54,62,1
31,36,6,6,26,31,17
28,29,5,6,23,24,34
29,31,5,6,24,26,35
89,96,8,8,82,88,14
35,33,6,6,30,28,26
46,49,5,6,41,44,8
27,28,5,6,22,23,3
28,28,6,6,23,23,3
40,40,5,6,35,35,33
123,110,11,10,113,101,11
29,32,5,6,24,27,15
31,31,6,5,26,26,17
30,32,5,6,25,27,5
49,57,5,6,44,52,38
88,88,8,7,81,80,1
51,52,6,6,46,47,17
81,73,7,7,74,67,13
41,38,6,6,36,33,31
36,35,6,5,31,30,4
160,142,14,12,147,130,13
55,50,5,5,50,45,29
30,31,6,6,25,26,17
47,48,6,6,42,43,12
37,36,6,5,32,31,3
39,38,6,5,34,33,8
39,46,5,6,34,41,34
52,52,6,5,47,46,12
35,33,6,6,30,28,23
30,32,5,6,25,27,38
28,29,6,6,23,23,35
32,32,5,5,27,27,8
39,40,6,6,34,35,38
47,48,5,6,42,43,1
129,113,12,10,117,104,25
70,63,7,6,64,58,18
28,28,6,5,23,23,33
39,36,5,6,33,31,26
38,48,5,5,32,43,1
63,64,6,6,58,59,9
84,85,7,8,77,78,12
75,69,6,7,69,63,23
56,56,5,5,51,51,1
28,26,6,5,23,21,25
50,48,5,5,44,42,12
43,42,6,5,38,36,5
40,40,5,5,35,35,7
60,59,5,5,55,53,29
40,36,6,5,35,31,22
33,31,6,5,27,26,8
53,55,5,5,48,50,9
39,38,6,5,34,33,2
41,42,5,6,36,37,1
34,34,6,6,29,29,8
47,45,6,6,42,40,13
37,37,5,6,32,32,5
36,35,6,5,31,30,4
55,50,6,5,49,45,18
74,71,7,7,67,64,2
33,32,5,6,28,27,21
31,32,6,6,26,27,7
50,51,5,5,45,46,17
39,40,5,6,34,35,12
28,29,5,6,23,24,42
53,51,5,6,48,46,27
39,40,6,6,34,35,5
68,71,6,7,62,65,17
43,47,6,5,38,42,15
68,63,6,5,62,58,22
76,68,7,7,69,62,25
32,33,5,6,27,28,1
46,45,5,5,41,40,5
56,54,5,5,50,49,0
35,36,6,6,30,31,10
31,30,6,5,26,25,42
64,68,5,7,59,62,38
41,39,5,6,36,34,13
92,94,9,8,84,86,10
33,32,6,6,27,26,22
34,34,6,6,29,29,34
34,33,6,5,29,28,4
50,48,6,6,45,43,17
30,31,5,5,25,26,3
45,44,6,5,40,39,8
52,52,5,5,47,47,42
50,46,6,6,45,41,11
50,48,5,6,45,43,28
30,30,5,5,25,25,10
56,59,6,6,50,53,40
86,87,7,8,79,79,1
28,27,5,6,23,22,8
36,33,5,5,30,28,5
33,34,6,5,28,29,3
45,46,5,5,40,41,1
26,26,5,5,21,21,33
45,45,5,5,39,39,1
40,45,5,6,35,40,17
69,63,6,6,62,58,18
33,33,6,5,28,28,38
47,47,5,5,42,42,2
56,51,6,5,51,46,11
26,26,5,5,21,21,17
55,56,6,5,50,51,7
60,61,5,5,55,56,15
37,37,6,6,32,32,10
39,39,5,5,34,34,20
29,30,5,6,24,25,39
52,49,5,5,47,44,11
68,59,7,5,62,54,13
50,45,6,5,45,40,13
40,39,6,6,34,34,2
40,41,5,6,35,36,8
120,119,10,10,110,109,14
50,52,5,5,45,47,12
35,34,6,5,30,29,12
40,40,5,6,35,35,2
41,42,5,6,36,37,0
28,31,5,6,22,26,5
46,44,5,6,41,39,26
79,86,7,8,72,79,4
55,52,6,5,50,46,29
35,36,6,6,30,31,8
58,57,5,5,52,52,14
32,28,5,5,26,23,18
26,27,5,5,21,22,2
58,58,5,5,53,53,11
28,33,5,6,23,27,14
76,76,7,7,70,70,1
50,54,5,6,45,49,3
30,31,5,6,25,26,2
42,43,5,6,37,38,5
36,36,6,6,31,31,31
57,59,5,5,52,53,2
50,47,5,5,45,42,29
65,68,5,6,59,61,35
35,36,6,5,30,30,2
44,43,6,6,39,38,2
50,44,6,5,45,39,31
39,38,6,5,34,33,7
45,48,5,6,40,43,10
42,45,5,6,37,40,35
32,33,5,6,26,27,10
29,31,5,6,24,26,17
36,36,6,6,31,31,35
49,50,5,6,44,45,6
62,63,5,6,57,58,1
40,38,6,5,35,33,8
37,38,5,6,32,33,7
32,33,6,6,27,28,4
34,33,6,5,29,28,20
35,32,6,5,29,27,1
71,79,7,7,65,72,10
30,30,5,5,25,25,33
47,49,5,6,42,44,5
71,64,7,5,65,59,24
37,39,6,6,32,34,6
41,40,6,6,36,35,38
37,34,6,6,32,29,26
33,34,5,6,28,29,0
53,51,6,6,48,46,13
86,86,8,8,79,79,12
85,84,8,7,78,77,14
36,39,6,5,31,33,33
35,37,6,6,30,31,6
41,44,5,6,36,39,3
40,40,5,6,34,35,3
37,38,6,6,32,33,6
33,33,5,6,28,28,13
68,68,6,6,62,62,14
38,36,6,5,33,31,13
144,152,13,13,132,139,4
32,29,6,5,26,23,5
32,31,6,5,27,26,9
31,31,6,5,26,26,8
30,32,5,6,25,27,4
48,49,5,6,43,44,10
63,63,5,6,57,57,1
32,32,6,6,27,27,7
35,38,5,5,30,33,17
27,27,6,5,22,22,36
28,27,5,6,23,22,18
44,45,6,5,39,40,17
48,46,6,5,43,41,38
72,66,7,6,66,60,11
43,43,6,6,38,38,7
37,37,5,5,32,32,38
70,62,6,6,64,57,11
47,41,6,6,41,36,13
30,30,6,6,25,25,4
87,84,8,7,79,76,12
43,42,6,5,38,36,2
36,36,6,6,31,31,3
41,43,6,5,36,38,34
113,115,10,10,104,105,8
86,92,8,8,78,84,38
32,33,5,6,27,28,2
39,39,6,5,34,34,9
41,39,5,6,36,34,26
51,54,6,5,46,49,1
28,31,5,6,23,26,34
35,36,6,5,30,31,8
26,26,5,6,20,21,7
40,40,6,5,35,35,4
41,40,6,5,36,35,12
122,120,11,11,111,110,9
60,59,6,6,55,54,5
70,69,6,7,64,62,0
110,110,10,9,101,101,39
49,46,6,6,43,40,23
41,41,5,5,36,36,9
104,107,9,10,95,97,1
46,45,6,5,41,39,3
50,43,6,6,45,38,5
35,37,6,5,30,32,12
38,40,5,6,33,35,5
37,33,5,6,32,28,30
70,67,6,6,64,61,12
30,31,6,6,25,26,9
36,38,6,5,31,33,4
44,39,5,6,39,34,29
39,32,6,5,34,27,10
31,31,6,6,25,25,42
32,33,5,6,26,28,33
52,52,5,5,47,47,35
71,64,7,5,65,59,31
37,37,6,6,32,32,5
31,32,5,6,26,27,4
32,35,5,6,27,29,38
43,41,5,5,38,36,25
51,45,6,6,46,40,18
61,61,6,5,56,56,2
75,75,7,7,69,69,33
34,33,6,5,29,28,38
45,46,5,5,40,41,12
28,29,6,5,23,24,6
44,44,5,5,39,39,10
54,56,6,5,49,51,10
73,73,7,7,67,67,12
32,29,5,5,26,24,26
31,32,5,5,26,27,5
33,34,6,6,28,29,31
141,123,13,11,129,113,13
56,56,5,5,51,51,3
48,47,6,5,43,42,34
26,29,5,5,21,24,38
41,39,6,6,36,34,25
33,32,6,6,28,27,5
49,51,6,6,44,46,4
52,55,5,6,46,50,3
42,41,6,5,37,36,5
60,62,5,6,55,57,38
32,32,5,5,27,27,3
52,52,6,5,47,47,12
58,57,6,5,53,52,7
38,38,5,6,33,33,33
34,36,5,5,29,31,8
45,44,5,6,39,39,1
41,40,6,5,36,35,5
42,42,5,5,37,37,14
29,32,6,5,24,27,15
37,37,5,6,32,32,26
29,29,6,6,24,24,8
28,26,5,5,23,21,20
64,62,6,6,58,57,11
58,49,5,5,53,44,12
55,60,5,6,50,55,9
34,36,6,6,29,31,3
59,59,6,6,54,54,6
39,34,5,5,34,29,26
56,56,6,6,51,51,25
68,59,6,6,62,53,28
60,59,6,5,55,54,9
62,65,5,6,57,60,16
45,46,6,5,40,41,5
29,29,5,5,24,24,5
29,27,6,5,24,22,7
44,53,5,6,39,48,15
50,53,5,5,44,48,7
44,38,6,5,39,33,13
56,51,6,5,51,46,11
47,46,5,5,42,41,2
31,33,6,6,26,28,0
39,38,6,5,33,32,35
34,37,5,6,29,31,5
27,29,5,6,22,24,13
76,89,6,8,70,82,1
67,68,6,6,61,62,36
46,45,6,5,41,40,38
53,46,6,5,48,41,21
33,33,5,5,27,28,14
56,57,5,5,50,51,11
51,50,6,5,46,45,8
104,105,10,9,95,96,12
164,142,14,12,150,130,28
32,32,6,6,27,27,42
39,40,5,6,34,35,20
118,107,10,10,108,98,31
58,55,5,5,53,50,27
46,43,5,6,40,38,25
48,44,5,5,43,39,21
38,39,6,6,33,34,12
69,68,7,6,63,62,25
54,48,6,5,49,43,18
46,46,5,6,41,41,10
31,31,5,6,26,26,10
44,47,5,6,39,42,38
46,40,5,5,41,35,10
36,37,5,6,31,32,38
44,39,6,5,38,34,11
39,40,5,6,34,35,4
33,32,6,5,28,27,3
27,30,6,6,22,25,33
34,36,6,6,29,31,12
97,98,8,9,89,90,10
25,27,5,5,20,22,6
63,59,6,5,58,54,18
43,43,5,5,38,38,14
81,75,7,7,74,68,11
60,55,6,5,55,49,13
32,32,6,6,27,27,8
29,30,6,6,24,25,38
37,37,6,5,32,32,38
47,50,5,6,41,45,17
29,29,6,6,24,24,1
27,30,5,5,22,24,1
44,44,5,5,39,39,31
30,31,5,6,25,26,8
39,44,5,6,33,38,6
31,34,5,6,25,28,2
44,44,5,5,39,39,20
51,47,6,5,46,42,13
40,41,5,5,35,36,7
50,49,6,5,45,44,3
31,27,5,5,25,21,26
27,28,5,6,22,23,4
34,35,5,6,29,30,5
46,47,6,6,41,42,4
27,25,6,5,22,20,20
39,39,5,5,33,33,1
47,48,5,5,42,42,7
53,48,5,5,47,43,18
52,54,5,5,47,49,38
30,29,6,5,25,24,18
35,36,5,6,30,31,12
53,53,5,5,48,48,9
47,49,6,6,42,44,8
43,41,5,6,38,36,10
59,60,5,5,54,55,38
107,98,9,8,98,90,13
44,44,6,6,39,39,20
119,120,10,11,109,110,1
41,44,6,6,36,39,33
54,51,5,6,49,46,25
41,38,6,6,35,32,31
62,62,6,6,57,57,4
29,28,5,6,24,23,18
31,32,5,6,26,27,12
38,34,6,6,33,29,27
34,33,6,5,29,28,5
45,45,5,5,40,40,8
31,30,5,5,26,25,25
60,55,6,6,55,50,13
70,73,6,7,64,67,38
36,30,6,5,31,25,13
36,36,5,5,31,31,9
47,47,6,6,42,42,12
69,68,7,6,63,62,18
59,56,5,6,54,50,11
44,47,6,5,39,42,7
29,29,6,5,23,23,7
38,38,5,5,33,33,9
26,28,5,6,21,23,10
46,48,6,6,41,43,4
50,49,5,6,45,44,10
28,29,5,5,23,24,6
28,25,5,5,22,20,10
65,63,6,5,60,58,35
42,44,5,6,37,39,1
75,71,7,6,69,65,13
62,73,6,6,57,67,38
28,27,6,5,23,22,4
42,44,5,5,37,39,12
52,53,5,6,47,48,9
40,37,6,5,35,32,31
85,81,8,7,78,74,12
32,37,5,6,26,32,1
73,79,7,7,67,72,1
38,36,5,5,33,31,2
45,47,5,6,40,42,34
48,50,5,5,43,45,8
58,61,5,6,53,55,7
49,48,6,5,44,43,17
26,26,6,5,21,21,17
33,33,6,6,28,28,4
65,74,6,7,60,68,39
28,28,6,5,23,23,35
30,32,5,6,25,27,2
31,29,6,6,26,24,2
101,100,8,8,92,92,12
59,61,5,6,54,56,39
72,82,7,8,66,75,17
46,47,5,6,41,42,7
68,71,6,6,62,65,42
54,54,6,6,49,49,5
43,43,6,5,38,38,38
37,39,5,5,32,34,7
38,40,5,6,32,34,1
33,33,5,6,27,28,7
49,49,5,5,44,44,16
52,52,6,5,47,47,7
28,29,5,5,23,23,7
29,29,6,5,24,23,2
40,40,6,6,35,35,35
33,32,6,5,28,27,13
42,42,5,5,37,37,10
31,32,6,5,26,27,35
35,33,5,5,30,28,25
45,44,5,5,40,39,11
37,37,5,6,32,31,11
92,84,8,7,84,76,23
31,31,6,5,26,26,9
45,47,5,6,40,42,2
34,37,5,5,29,32,38
28,28,5,5,23,23,33
48,45,5,6,43,40,25
75,80,7,8,69,73,11
124,128,10,12,114,117,25
33,29,5,6,28,24,13
72,75,6,7,66,69,1
61,59,6,6,56,54,9
32,31,5,5,27,26,13
40,38,6,5,35,32,13
59,57,5,5,54,52,25
34,33,6,5,29,28,11
49,48,5,5,44,43,25
30,30,6,6,25,25,2
41,41,5,6,36,35,30
29,29,5,5,24,24,3
38,40,5,6,33,35,8
46,49,6,5,40,43,33
35,34,6,5,29,28,1
49,48,6,5,44,42,12
38,35,6,6,33,30,10
33,34,5,6,28,29,12
47,52,5,6,42,47,9
111,107,9,10,102,98,9
95,86,8,7,87,79,11
63,64,6,6,58,59,32
99,97,9,8,91,89,25
31,33,6,5,26,28,17
38,38,6,5,33,33,38
30,31,5,6,25,26,4
44,44,5,5,39,39,33
43,38,6,6,38,32,26
50,51,5,5,45,46,1
32,32,6,6,27,27,29
108,97,10,9,99,89,11
38,38,6,6,32,33,5
40,40,6,6,35,35,34
100,104,8,9,92,95,1
35,37,5,6,29,31,7
49,50,5,6,44,45,35
37,40,5,6,32,35,14
68,56,7,5,62,51,13
41,41,6,6,36,36,12
84,85,7,7,77,78,1
40,40,6,5,34,34,35
87,93,7,9,80,85,1
39,39,5,5,33,34,5
35,39,5,5,30,33,34
35,36,5,6,30,30,10
61,53,6,5,56,48,19
53,49,5,5,47,44,25
41,42,5,5,36,37,35
70,70,7,6,64,64,36
48,50,6,5,43,45,9
34,34,6,5,29,29,17
31,33,5,6,26,28,38
30,31,5,6,25,26,4
46,46,5,6,40,40,7
62,65,5,6,57,60,38
53,49,6,5,48,44,23
80,72,8,7,73,66,23
30,33,5,6,25,28,38
81,80,7,8,74,73,23
46,45,6,5,41,40,14
57,53,6,6,52,48,18
58,58,6,5,53,53,7
106,104,9,9,97,95,33
35,35,5,5,30,30,9
57,57,6,6,52,52,1
34,34,5,5,29,29,10
147,148,13,13,135,135,9
39,40,5,6,34,35,4
29,30,5,5,24,25,2
52,48,5,5,47,42,13
48,43,6,5,43,38,31
43,44,6,6,38,39,35
81,85,7,8,74,78,3
34,40,6,5,29,35,13
35,36,5,6,30,31,8
41,43,6,5,36,38,7
55,71,5,7,49,64,1
29,28,5,5,23,23,25
70,80,6,8,64,73,13
41,40,6,6,36,35,28
26,27,5,6,21,22,9
93,94,8,8,85,85,14
62,59,5,5,57,53,13
32,33,6,6,27,27,3
49,46,6,6,44,41,8
27,27,5,5,21,21,8
130,131,12,11,119,120,2
38,36,5,6,33,31,21
39,41,6,6,34,36,38
45,42,6,5,39,37,1
32,35,6,6,27,30,38
28,26,6,5,23,21,41
38,39,5,6,33,34,31
53,52,6,5,48,47,3
34,33,6,6,29,28,8
60,60,6,5,55,55,15
37,40,5,6,32,35,4
26,27,5,6,21,22,4
38,39,5,6,33,34,3
79,72,7,6,72,65,28
139,132,12,12,127,121,23
48,48,6,5,43,43,9
45,42,6,6,39,37,35
86,92,8,9,79,84,14
50,50,6,6,45,45,1
60,52,5,5,55,47,13
34,31,5,6,29,26,13
39,38,6,5,34,33,40
47,44,6,5,42,39,18
41,40,6,5,35,34,1
36,37,5,5,31,31,3
43,43,5,5,38,38,8
62,60,5,5,56,55,38
38,42,5,6,33,37,4
95,83,9,7,86,76,26
37,37,6,6,31,31,35
58,53,6,5,53,48,13
33,33,5,5,28,28,38
44,45,5,6,39,40,12
154,141,14,13,141,129,23
43,44,6,5,38,39,15
46,47,6,6,41,42,10
34,32,5,6,29,27,3
31,33,6,5,26,28,38
48,49,5,6,43,44,27
55,54,6,6,50,49,12
121,120,10,11,110,110,1
47,46,6,5,42,41,38
37,37,6,5,32,32,4
41,41,5,5,36,36,18
41,44,6,6,36,39,8
34,36,5,5,29,30,3
42,41,6,5,37,36,10
43,42,6,5,38,37,4
46,47,5,6,41,42,10
28,31,5,6,23,26,34
67,69,6,6,61,63,2
32,33,5,6,27,28,5
52,46,6,5,47,41,18
68,69,7,7,62,63,1
75,63,6,5,69,58,10
76,58,7,5,70,53,13
26,28,5,6,20,22,3
58,58,6,5,52,53,28
37,37,5,5,32,32,4
71,71,7,7,65,65,9
30,30,6,5,25,24,1
52,56,5,5,47,50,35
28,28,5,5,23,23,3
43,45,5,6,38,40,3
86,91,7,8,79,83,8
56,51,6,5,51,46,34
46,47,5,6,41,42,4
48,49,5,6,43,44,12
42,41,5,5,37,35,1
34,36,6,5,28,30,6
29,30,5,6,24,25,2
32,33,5,6,27,28,38
86,76,8,6,79,70,23
34,34,5,5,29,29,31
79,73,7,6,72,67,13
49,45,6,5,44,40,13
47,47,5,5,42,42,8
46,43,5,6,41,38,23
41,41,6,5,36,36,14
148,146,13,12,136,134,4
48,45,5,5,43,40,31
29,30,5,5,24,25,6
40,40,5,6,35,35,33
58,58,6,6,53,52,1
38,39,5,6,33,34,30
57,58,6,5,52,53,4
131,132,11,12,120,121,12
37,37,5,5,32,32,1
34,33,6,5,29,28,9
34,35,5,6,28,30,1
68,69,6,7,62,63,18
35,35,5,5,30,30,9
53,53,6,6,47,47,2
35,33,6,5,30,28,2
77,70,7,6,71,64,31
63,63,5,5,58,58,18
32,33,5,5,27,28,7
41,47,5,6,36,42,12
51,51,6,5,46,46,1
40,41,6,5,35,36,37
63,63,6,6,58,58,8
37,36,6,5,32,31,13
46,46,6,6,41,41,4
62,64,5,6,56,59,9
43,43,5,5,38,38,34
38,38,6,6,33,33,12
34,33,6,5,28,28,1
83,83,7,7,76,76,40
66,62,6,6,60,56,11
40,46,5,6,34,40,12
33,36,6,6,28,31,41
31,29,6,6,26,24,8
36,38,5,6,31,33,17
45,45,5,5,40,39,22
33,34,5,5,28,28,2
62,61,6,5,57,56,14
39,37,6,5,34,32,5
41,40,6,5,36,35,0
40,40,6,6,35,35,8
73,73,6,6,67,67,36
84,75,8,6,76,69,18
35,35,6,6,30,30,5
50,49,6,6,45,44,25
37,38,5,6,32,33,4
26,28,5,6,20,23,3
47,48,6,6,42,43,9
47,47,6,5,42,41,2
52,46,6,6,47,41,26
52,52,6,6,47,47,38
36,37,6,6,31,32,36
27,28,5,6,21,22,40
39,39,6,6,34,34,12
48,46,6,5,43,41,38
49,49,5,6,44,43,9
71,71,6,6,65,65,9
34,35,6,6,29,30,9
35,36,5,6,30,31,7
34,35,5,5,29,30,35
32,33,6,6,26,27,10
64,65,5,6,59,60,35
39,38,6,5,33,32,2
32,32,6,6,27,27,10
27,27,6,5,22,22,5
62,56,5,5,57,51,11
37,39,6,6,31,34,9
39,36,5,6,33,31,29
30,29,6,6,25,24,4
61,56,6,5,56,51,13
32,31,5,5,26,25,25
63,60,6,6,58,55,13
29,30,5,6,24,25,4
70,67,7,6,64,61,11
27,26,6,5,22,21,38
26,29,6,6,21,24,33
52,53,6,6,47,48,16
36,38,5,5,31,33,12
34,34,6,6,29,29,38
42,41,6,5,37,36,12
31,31,5,6,26,25,10
47,41,6,6,42,36,30
99,91,8,8,91,83,22
44,45,5,6,39,40,12
30,31,6,6,25,26,15
87,76,8,7,80,70,18
34,33,6,5,29,28,12
39,39,6,6,33,33,5
59,59,6,5,54,53,8
62,57,5,5,57,52,23
53,47,5,5,48,42,19
48,43,6,5,43,37,22
54,55,6,5,49,50,8
37,33,6,6,32,28,23
35,34,6,5,30,29,4
31,30,6,5,26,25,8
38,38,6,6,33,33,8
55,55,6,6,50,50,0
44,39,6,6,39,34,29
53,54,5,5,47,49,38
56,52,6,5,51,47,5
53,47,6,6,47,42,18
48,48,6,6,43,43,38
74,64,7,6,68,59,13
33,31,6,6,28,26,10
68,72,6,7,61,65,0
30,30,6,6,25,25,10
43,45,6,5,38,40,3
86,87,7,7,79,80,1
108,94,10,8,98,86,24
82,81,7,7,74,74,34
31,28,6,5,26,23,10
71,69,6,7,65,63,23
41,41,5,5,36,36,35
28,33,6,6,23,28,17
33,35,6,5,27,29,1
70,71,6,7,64,65,18
42,39,5,6,36,33,24
40,41,5,5,35,36,33
68,68,7,6,62,62,2
38,36,5,6,33,31,25
42,41,6,5,37,35,1
41,39,6,6,36,33,1
29,29,6,5,24,24,14
38,38,6,6,32,33,36
99,106,9,9,91,96,38
46,42,6,5,41,37,26
52,49,5,6,47,43,28
44,45,5,6,39,39,25
97,84,8,8,89,77,30
34,36,5,6,29,31,4
36,36,6,5,31,31,2
34,33,6,5,29,28,7
35,36,5,6,29,30,14
37,37,5,5,32,32,2
39,37,6,5,34,31,11
44,42,5,5,39,37,12
37,36,5,5,32,31,5
28,31,5,6,23,26,8
59,62,6,6,53,57,11
33,34,5,5,28,29,9
38,37,6,5,32,31,35
35,36,5,6,30,30,19
29,30,6,6,24,25,12
28,28,5,5,23,23,7
29,31,6,5,24,26,5
37,34,6,6,32,29,13
29,32,5,5,24,27,1
38,38,5,5,33,33,7
60,59,6,6,55,54,25
52,54,5,5,47,49,3
43,42,6,6,38,37,18
75,77,6,7,69,71,2
30,33,6,6,25,27,9
35,38,5,5,30,32,13
40,41,5,6,35,36,8
36,37,5,5,31,32,12
29,30,5,5,24,25,3
93,86,8,8,85,79,29
33,33,6,6,27,27,4
40,39,6,5,35,34,12
58,64,6,5,53,59,38
76,83,6,8,70,76,13
45,41,6,5,39,35,31
30,31,5,6,25,26,38
33,35,6,6,28,30,2
37,36,5,5,31,31,13
39,41,6,5,34,36,35
40,42,6,5,35,36,38
36,37,5,5,31,32,36
31,28,6,5,25,23,12
39,41,6,6,34,36,10
40,41,6,5,35,36,35
60,55,5,5,55,50,11
33,33,5,6,28,28,2
45,41,6,6,40,36,24
50,51,6,5,45,46,38
38,41,5,6,33,36,38
59,59,6,6,54,54,1
65,64,6,5,60,59,5
45,45,6,6,40,40,20
138,142,12,12,126,129,14
51,51,6,5,46,46,4
59,59,6,5,54,54,35
44,39,6,5,38,34,33
219,197,19,16,201,180,25
37,32,6,5,32,27,13
137,118,12,10,126,108,13
62,69,5,7,57,63,33
51,48,6,5,45,42,11
41,41,5,5,36,36,9
34,33,6,5,29,28,5
27,27,6,6,21,22,2
43,46,6,6,38,41,36
41,49,6,6,36,44,38
79,70,7,6,72,64,18
42,45,5,6,37,39,35
36,37,6,6,31,32,35
50,50,5,5,45,45,8
47,46,6,5,41,40,14
36,37,5,6,30,31,4
47,47,5,5,42,41,1
56,51,5,6,51,46,13
63,61,6,5,58,56,2
135,120,11,11,124,110,11
36,35,6,6,31,30,4
47,42,6,6,42,37,26
34,31,5,6,29,26,26
75,65,7,6,69,60,26
52,52,5,5,47,47,10
82,83,7,8,75,76,33
33,33,6,5,28,28,3
85,82,7,8,78,74,13
34,33,6,5,28,28,39
73,72,7,6,67,66,20
30,31,5,6,25,26,9
97,89,9,8,89,82,13
31,30,6,5,25,25,9
36,35,6,5,31,29,3
30,30,5,5,25,25,8
43,43,6,6,38,38,36
38,42,5,6,33,37,15
29,30,6,6,24,25,25
28,29,5,6,23,23,4
27,25,5,5,22,20,35
92,71,9,6,84,65,19
31,36,6,5,26,31,12
34,35,5,6,29,30,2
46,46,5,6,41,41,11
85,80,8,8,78,73,18
